term_str,n,n_chars,p,s,i,h
battlebots,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bandaids,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
jonesing,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
wouldst,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
pesto,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
turlington,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
strait,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
monet,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
brahma,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
specifics,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
feminism,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
detract,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sonic,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
announces,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
1996,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
boise,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
keanu,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
mites,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cotillions,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
moderately,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hiney,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
rumball,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
youtube,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
macpherson,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
eviction,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
vince,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
multiply,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
trumpet,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
josephs,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
aiming,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
kidder,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gah,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
enrollment,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sanskrit,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sensual,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
poetic,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sundae,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
pearly,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
judges,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
activated,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
coined,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
plugged,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
shrunk,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ellen,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fare,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
jumbo,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
interruptions,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
mazes,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
heed,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
coherent,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bmw,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
wiping,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
lesbians,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
rockwell,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
infected,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
consent,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
blubber,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
suntan,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
betray,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
proving,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ally,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
exertion,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hora,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
versateller,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
honoree,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sighted,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
slaughtered,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
continuously,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
blindfolded,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
parakeets,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
helsinki,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cobain,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sights,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
janowitz,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
reunite,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
farewell,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
vs,2,2,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
jets,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
merchant,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
reynolds,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bening,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tasker,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
subscribed,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
proms,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
livens,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fuel,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
neighborhoods,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hamilton,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
morels,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
vocals,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
wilco,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
suspense,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
silliest,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
portfolio,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sweatpants,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fencing,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
abuse,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sachenka,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
athens,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
croissant,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tandy,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sorely,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bowmans,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fours,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
impotence,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
persuade,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
decoy,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
refined,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
annan,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
amusement,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sonnet,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
overwhelmingly,2,14,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
littered,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
orderer,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
livin,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
passeggiata,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
forwards,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cosmos,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deficiencies,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
postman,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
presses,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
drier,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hector,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
swoosh,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
enacting,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
astrological,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
skillet,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
esteemed,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cutoffs,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
molecules,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
waltons,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hairnet,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
consistently,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
imbecile,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
resolution,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
houston,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ticks,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
pounding,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
abdul,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ruffled,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
investigation,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gérard,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
munich,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ari,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
spurs,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
soulful,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
images,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
logically,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
interruption,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
baz,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
elated,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
moderation,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
natives,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
disgruntled,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
skunks,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
restored,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
barked,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
aghhh,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
confederate,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
heddy,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
helena,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tock,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
59,2,2,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
scoops,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
huntzbergered,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
purr,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
reaches,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
05,2,2,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
disasters,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tiresome,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
weally,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
740,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
delicacy,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
showbiz,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
timex,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
disapproval,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
notepads,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cloister,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
counsel,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deported,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cornell,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
drone,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
complained,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gents,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
labeled,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
travelers,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ignores,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
roofs,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
descendents,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
misjudged,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
negotiable,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
prowl,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
misprint,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
apache,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
250,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
covington,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
landfill,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sliiide,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
disclosure,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tribe,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
crusades,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bolting,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
overview,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
blondes,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
attendant,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
commentaries,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
likewise,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hyperventilating,2,16,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
zeelee,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gazelles,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fritos,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
chronological,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
redo,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
decorators,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deliberate,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
farrelly,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deposited,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
museums,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
generator,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
specifications,2,14,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
commenting,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
kiddie,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
slicing,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deduct,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
brokaws,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bunking,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
thickness,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cob,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
youngs,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
trombone,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
santiago,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
onoff,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
kits,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
capitalist,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
iconic,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
triplicate,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tilt,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
pantsuit,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
jock,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
divots,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
concentration,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sockets,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
whatnot,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
clairvoyant,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cleanser,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
resumé,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
paperworks,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
curls,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
beetles,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hamnida,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
complications,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
walkway,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gretchen,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
coddle,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
valve,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sterilized,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
addresses,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
quiero,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
microeconomics,2,14,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hadley,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
toll,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
neosporin,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
outpatient,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
carnegie,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
smorgasbord,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
fury,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
honda,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
consults,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
grading,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
brigitte,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
inlay,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
coloured,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
environmentally,2,15,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
expunged,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
vos,2,3,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
freakish,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
clumsy,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
exercises,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
ticked,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
irritated,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
behaviour,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
introductions,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sledgehammers,2,13,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sickened,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
catarina,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
boulder,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
deerfield,2,9,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
flutes,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
italo,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
tapping,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
overcharged,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
doody,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
periodically,2,12,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bjork,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
royce,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
clocks,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
disown,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
negotiated,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
29,2,2,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bruiser,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
degenerated,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
profits,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
flinch,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
overseas,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
wagons,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
lurk,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
hellfire,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
venture,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
stalker,2,7,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
dries,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
gloom,2,5,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
nook,2,4,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bionic,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
bodily,2,6,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
sabotaging,2,10,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
cultivating,2,11,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
finances,2,8,1.8545736103448116e-06,539207.5,19.040481037977273,3.531197366130344e-05
